檔案,類型,記錄Key,名稱,欄位,舊值,新值
STGMSG6.INI,changed,203931,31038,Jump,203914,
STGMSG6.INI,changed,203931,31038,Msg,是你！正想說或許還會再遇到你，那日帶回茶水分送後，廣受好評，佐以外用藥膏或內服藥丸，效果更佳！所以今日我也來這裡採買膏藥了。,
STGMSG6.INI,changed,203931,31038,Name,31038,
STGMSG6.INI,changed,203640,31027,Name,31028,31027
STGMSG6.INI,changed,203883,31034,Name,31035,31034
STGMSG6.INI,changed,203517,31021,Name,31022,31021
STGMSG6.INI,changed,203793,31032,Name,31033,31032
STGMSG6.INI,changed,203360,31012,Name,31013,31012
STGMSG6.INI,changed,203593,31027,Name,31028,31027
STGMSG6.INI,changed,203275,31008,Name,31009,31008
STGMSG6.INI,changed,203359,31011,Name,31012,31011
STGMSG6.INI,changed,203713,31030,Name,31031,31030
STGMSG6.INI,changed,203733,31030,Name,31031,31030
STGMSG6.INI,changed,203754,31031,Name,31032,31031
STGMSG6.INI,changed,203634,31027,Name,31028,31027
STGMSG6.INI,changed,203671,31028,Name,31029,31028
STGMSG6.INI,changed,203799,31032,Name,31033,31032
STGMSG6.INI,changed,203900,31036,Face,,2649
STGMSG6.INI,changed,203900,31036,Msg,趙雲將軍？實不相瞞，我與趙將軍曾有一面之緣，他又遇上苦戰了嗎？,逃跑時突然踩空一步，莫名來到這裡。正好清靜，我就順便逛一逛！
STGMSG6.INI,changed,203900,31036,Name,,31036
STGMSG6.INI,changed,203552,31024,Name,31025,31024
STGMSG6.INI,changed,203536,31022,Name,31023,31022
STGMSG6.INI,changed,203583,31026,Name,31027,31026
STGMSG6.INI,changed,203111,31005,Name,31006,31005
STGMSG6.INI,changed,203361,31012,Name,31013,31012
STGMSG6.INI,changed,203440,31007,Name,31008,31007
STGMSG6.INI,changed,203741,31031,Name,31032,31031
STGMSG6.INI,changed,203194,31006,Name,31007,31006
STGMSG6.INI,changed,203911,31037,Face,,2647
STGMSG6.INI,changed,203911,31037,Msg,簽到判斷,回去再練幾年，免得危及時刻我還要分心照顧你。
STGMSG6.INI,changed,203911,31037,Name,,31037
STGMSG6.INI,changed,203911,31037,Trigger1,"1,28,False,2,21240,15,1,12,1,203949",
STGMSG6.INI,changed,203911,31037,Trigger2,"2,27,False,2,21241,0,29,True,1,21241,1,12,1,203947",
STGMSG6.INI,changed,203911,31037,Trigger3,"5,27,False,2,21240,12,29,True,1,21240,30,True,1,21240,28,True,2,21240,12,31,False,3,30933,1,0,1,12,1,203931",
STGMSG6.INI,changed,203911,31037,Trigger4,"5,27,False,2,21240,11,29,True,1,21240,30,True,1,21240,28,True,2,21240,11,31,False,3,30933,1,0,1,12,1,203926",
STGMSG6.INI,changed,203911,31037,Trigger5,"5,27,False,2,21240,10,29,True,1,21240,30,True,1,21240,28,True,2,21240,10,31,False,3,30933,1,0,1,12,1,203941",
STGMSG6.INI,changed,203911,31037,Trigger6,"5,27,False,2,21240,9,29,True,1,21240,30,True,1,21240,28,True,2,21240,9,31,False,3,30933,1,0,1,12,1,203936",
STGMSG6.INI,changed,203911,31037,Trigger7,"5,27,False,2,21240,8,29,True,1,21240,30,True,1,21240,28,True,2,21240,8,31,False,3,30933,1,0,1,12,1,203931",
STGMSG6.INI,changed,203911,31037,Trigger8,"0,1,12,1,203912",
STGMSG6.INI,changed,203938,,Msg,您才是為了照顧受傷的百姓多辛苦了，我只是來送一壺茶而已。,
STGMSG6.INI,changed,203938,,Trigger1,"1,31,True,3,30933,1,0,1,12,1,3",
STGMSG6.INI,changed,203938,,Trigger2,"0,6,33,3,21240,2,2,33,3,21241,0,2,35,2,21241,1380,36,2,21241,-1,13,2,21240,1,37,3,30933,1,0",
STGMSG6.INI,changed,203938,,Trigger3,"1,85,True,0,2,27,2,0,750,103,1,500",
STGMSG6.INI,changed,203938,,Trigger4,"1,85,False,0,2,27,2,0,300,103,1,200",
STGMSG6.INI,changed,203627,31027,Name,31028,31027
STGMSG6.INI,changed,203395,31014,Name,31015,31014
STGMSG6.INI,changed,203859,31032,Name,31033,31032
STGMSG6.INI,changed,203725,31030,Name,31031,31030
STGMSG6.INI,changed,203351,31011,Name,31012,31011
STGMSG6.INI,changed,203811,31027,Name,31028,31027
STGMSG6.INI,changed,203660,31028,Name,31029,31028
STGMSG6.INI,changed,203516,31021,Name,31022,31021
STGMSG6.INI,changed,203432,31016,Name,31017,31016
STGMSG6.INI,changed,203221,31006,Name,31007,31006
STGMSG6.INI,changed,203828,30900,Name,30901,30900
STGMSG6.INI,changed,203251,31007,Name,31008,31007
STGMSG6.INI,changed,203328,31010,Name,31011,31010
STGMSG6.INI,changed,203522,31022,Name,31023,31022
STGMSG6.INI,changed,203843,31033,Name,31034,31033
STGMSG6.INI,changed,203339,31011,Name,31012,31011
STGMSG6.INI,changed,203616,31027,Name,31028,31027
STGMSG6.INI,changed,203623,31027,Name,31028,31027
STGMSG6.INI,changed,203426,31016,Name,31017,31016
STGMSG6.INI,changed,203914,31036,Face,,2649
STGMSG6.INI,changed,203914,31036,Jump,,203915
STGMSG6.INI,changed,203914,31036,Msg,檢查1~14日,噓，小聲些，要是那一位聽見點動靜，我可又得換地方躲了。
STGMSG6.INI,changed,203914,31036,Name,,31036
STGMSG6.INI,changed,203914,31036,Trigger1,"1,31,True,3,30933,1,0,1,12,1,3",
STGMSG6.INI,changed,203914,31036,Trigger2,"3,27,False,2,21240,12,28,True,2,21240,12,31,False,3,30933,1,0,1,12,1,203935",
STGMSG6.INI,changed,203914,31036,Trigger3,"3,27,False,2,21240,11,28,True,2,21240,11,31,False,3,30933,1,0,1,12,1,203930",
STGMSG6.INI,changed,203914,31036,Trigger4,"3,27,False,2,21240,10,28,True,2,21240,10,31,False,3,30933,1,0,1,12,1,203945",
STGMSG6.INI,changed,203914,31036,Trigger5,"3,27,False,2,21240,9,28,True,2,21240,9,31,False,3,30933,1,0,1,12,1,203940",
STGMSG6.INI,changed,203914,31036,Trigger6,"3,27,False,2,21240,8,28,True,2,21240,8,31,False,3,30933,1,0,1,12,1,203934",
STGMSG6.INI,changed,203914,31036,Trigger7,"3,27,False,2,21240,7,28,True,2,21240,7,31,False,3,30933,1,0,1,12,1,203929",
STGMSG6.INI,changed,203914,31036,Trigger8,"0,1,12,1,203915",
STGMSG6.INI,changed,203785,31032,Name,31033,31032
STGMSG6.INI,changed,203649,31028,Name,31029,31028
STGMSG6.INI,changed,203337,31011,Name,31012,31011
STGMSG6.INI,changed,203951,,Jump,203952,
STGMSG6.INI,changed,203951,,Msg,君皓兄原來有其他兄弟？,
STGMSG6.INI,changed,203605,31027,Name,31028,31027
STGMSG6.INI,changed,203704,31029,Name,31030,31029
STGMSG6.INI,changed,203215,31006,Name,31007,31006
STGMSG6.INI,changed,203548,31024,Name,31025,31024
STGMSG6.INI,changed,203388,31013,Name,31014,31013
STGMSG6.INI,changed,203795,31032,Name,31033,31032
STGMSG6.INI,changed,203690,31029,Name,31030,31029
STGMSG6.INI,changed,203392,31014,Name,31015,31014
STGMSG6.INI,changed,203508,31021,Name,31022,31021
STGMSG6.INI,changed,203256,31007,Name,31008,31007
STGMSG60.INI,changed,210199,31148,Name,31149,31148
STGMSG60.INI,changed,210184,31148,Name,31149,31148
STGMSG60.INI,changed,210273,31142,Name,31143,31142
STGMSG60.INI,changed,210129,31138,Name,31139,31138
STGMSG60.INI,changed,210196,31148,Name,31149,31148
STGMSG60.INI,changed,210202,31148,Name,31149,31148
STGMSG60.INI,changed,210113,31138,Name,31139,31138
STGMSG60.INI,changed,210135,31158,Name,31159,31158
STGMSG60.INI,changed,210147,31145,Name,31146,31145
STGMSG60.INI,changed,210255,31146,Name,31147,31146
STGMSG60.INI,changed,210194,31148,Name,31149,31148
STGMSG60.INI,changed,210227,31139,Name,31140,31139
STGMSG60.INI,changed,210169,31145,Name,31146,31145
STGMSG60.INI,changed,210150,31145,Name,31146,31145
STGMSG60.INI,changed,210117,31138,Name,31139,31138
STGMSG60.INI,changed,210165,31157,Name,31158,31157
STGMSG60.INI,changed,210026,31152,Name,31153,31152
STGMSG60.INI,changed,210021,31148,Name,31149,31148
STGMSG60.INI,changed,210188,31148,Name,31149,31148
STGMSG60.INI,changed,210275,31142,Name,31143,31142
STGMSG60.INI,changed,210197,31148,Name,31149,31148
STGMSG60.INI,changed,210098,31145,Name,31146,31145
STGMSG60.INI,changed,210137,31139,Name,31140,31139
STGMSG60.INI,changed,210141,31141,Name,31142,31141
STGMSG60.INI,changed,210121,31138,Name,31139,31138
STGMSG60.INI,changed,210024,31150,Name,31151,31150
STGMSG60.INI,changed,210079,31155,Name,31156,31155
STGMSG60.INI,changed,210213,31139,Name,31140,31139
STGMSG60.INI,changed,210023,31149,Name,31150,31149
STGMSG60.INI,changed,210111,31138,Name,31139,31138
STGMSG60.INI,changed,210233,31139,Name,31140,31139
STGMSG60.INI,changed,210131,31138,Name,31139,31138
STGMSG60.INI,changed,210124,31138,Name,31139,31138
STGMSG60.INI,changed,210257,31146,Name,31147,31146
STGMSG60.INI,changed,210238,31139,Name,31140,31139
STGMSG60.INI,changed,210277,31156,Name,31157,31156
STGMSG60.INI,changed,210083,31155,Name,31156,31155
STGMSG60.INI,changed,210016,31145,Name,31146,31145
STGMSG60.INI,changed,210011,31143,Name,31144,31143
STGMSG60.INI,changed,210081,31155,Name,31156,31155
STGMSG60.INI,changed,210030,31142,Name,31143,31142
STGMSG60.INI,changed,210053,31149,Name,31150,31149
STGMSG60.INI,changed,210090,31155,Name,31156,31155
STGMSG60.INI,changed,210144,31143,Name,31144,31143
STGMSG60.INI,changed,210056,31151,Name,31152,31151
STGMSG60.INI,changed,210229,31139,Name,31140,31139
STGMSG60.INI,changed,210271,31142,Name,31143,31142
STGMSG60.INI,changed,210155,31147,Name,31148,31147
STGMSG60.INI,changed,210037,31147,Name,31148,31147
STGMSG60.INI,changed,210164,31156,Name,31157,31156
STGMSG60.INI,changed,210242,31146,Name,31147,31146
STGMSG60.INI,changed,210012,31143,Name,31144,31143
STGMSG60.INI,changed,210071,31145,Name,31146,31145
STGMSG60.INI,changed,210251,31146,Name,31147,31146
STGMSG60.INI,changed,210134,31157,Name,31158,31157
STGMSG60.INI,changed,210158,31151,Name,31152,31151
STGMSG60.INI,changed,210148,31155,Name,31156,31155
STGMSG60.INI,changed,210115,31138,Name,31139,31138
STGMSG60.INI,changed,210163,31156,Name,31157,31156
STGMSG60.INI,changed,210246,31146,Name,31147,31146
STGMSG60.INI,changed,210007,31140,Name,31141,31140
STGMSG60.INI,changed,210231,31139,Name,31140,31139
STGMSG60.INI,changed,210219,31139,Name,31140,31139
STGMSG60.INI,changed,210020,31147,Name,31148,31147
STGMSG60.INI,changed,210010,31142,Name,31143,31142
STGMSG60.INI,changed,210161,31153,Name,31154,31153
STGMSG60.INI,changed,210033,31145,Name,31146,31145
STGMSG60.INI,changed,210092,31155,Name,31156,31155
STGMSG60.INI,changed,210261,31142,Name,31143,31142
STGMSG60.INI,changed,210217,31139,Name,31140,31139
STGMSG60.INI,changed,210088,31155,Name,31156,31155
STGMSG60.INI,changed,210139,31140,Name,31141,31140
STGMSG60.INI,changed,210008,31140,Name,31141,31140
STGMSG60.INI,changed,210167,31156,Name,31157,31156
STGMSG60.INI,changed,210178,31155,Name,31156,31155
STGMSG60.INI,changed,210263,31142,Name,31143,31142
STGMSG60.INI,changed,210151,31145,Name,31146,31145
STGMSG60.INI,changed,210014,31144,Name,31145,31144
STGMSG60.INI,changed,210002,31138,Name,31139,31138
STGMSG60.INI,changed,210017,31145,Name,31146,31145
STGMSG60.INI,changed,210077,31145,Name,31146,31145
STGMSG60.INI,changed,210224,31139,Name,31140,31139
STGMSG60.INI,changed,210220,31139,Name,31140,31139
STGMSG60.INI,changed,210042,31149,Name,31150,31149
STGMSG60.INI,changed,210095,31155,Name,31156,31155
STGMSG60.INI,changed,210190,31148,Name,31149,31148
STGMSG60.INI,changed,210107,31138,Name,31139,31138
STGMSG60.INI,changed,210192,31148,Name,31149,31148
STGMSG60.INI,changed,210267,31142,Name,31143,31142
STGMSG60.INI,changed,210050,31149,Name,31150,31149
STGMSG60.INI,changed,210145,31144,Name,31145,31144
STGMSG60.INI,changed,210034,31145,Name,31146,31145
STGMSG60.INI,changed,210236,31139,Name,31140,31139
STGMSG60.INI,changed,210028,31154,Name,31155,31154
STGMSG60.INI,changed,210265,31142,Name,31143,31142
STGMSG60.INI,changed,210230,31139,Name,31140,31139
STGMSG60.INI,changed,210006,31139,Name,31140,31139
STGMSG60.INI,changed,210162,31153,Name,31154,31153
STGMSG60.INI,changed,210244,31146,Name,31147,31146
STGMSG60.INI,changed,210120,31155,Name,31156,31155
STGMSG60.INI,changed,210019,31146,Name,31147,31146
STGMSG60.INI,changed,210153,31146,Name,31147,31146
STGMSG60.INI,changed,210203,31148,Name,31149,31148
STGMSG60.INI,changed,210003,31139,Name,31140,31139
STGMSG60.INI,changed,210044,31149,Name,31150,31149
STGMSG60.INI,changed,210046,31149,Name,31150,31149
STGMSG60.INI,changed,210040,31149,Name,31150,31149
STGMSG60.INI,changed,210048,31149,Name,31150,31149
STGMSG60.INI,changed,210207,31139,Name,31140,31139
STGMSG60.INI,changed,210204,31148,Name,31149,31148
STGMSG60.INI,changed,210102,31155,Name,31156,31155
STGMSG60.INI,changed,210062,31154,Name,31155,31154
STGMSG60.INI,changed,210086,31155,Name,31156,31155
STGMSG60.INI,changed,210109,31138,Name,31139,31138
STGMSG60.INI,changed,210200,31148,Name,31149,31148
STGMSG60.INI,changed,210250,31146,Name,31147,31146
STGMSG60.INI,changed,210084,31155,Name,31156,31155
STGMSG60.INI,changed,210069,31145,Name,31146,31145
STGMSG60.INI,changed,210235,31139,Name,31140,31139
STGMSG60.INI,changed,210259,31146,Name,31147,31146
STGMSG60.INI,changed,210270,31142,Name,31143,31142
STGMSG60.INI,changed,210067,31145,Name,31146,31145
STGMSG60.INI,changed,210009,31141,Name,31142,31141
STGMSG60.INI,changed,210211,31139,Name,31140,31139
STGMSG60.INI,changed,210215,31139,Name,31140,31139
STGMSG60.INI,changed,210058,31154,Name,31155,31154
STGMSG60.INI,changed,210076,31155,Name,31156,31155
STGMSG60.INI,changed,210126,31138,Name,31139,31138
STGMSG60.INI,changed,210248,31146,Name,31147,31146
STGMSG60.INI,changed,210143,31142,Name,31143,31142
STGMSG60.INI,changed,210177,31159,Name,31160,31159
STGMSG60.INI,changed,210166,31157,Name,31158,31157
STGMSG60.INI,changed,210228,31139,Name,31140,31139
STGMSG60.INI,changed,210258,31146,Name,31147,31146
STGMSG60.INI,changed,210252,31146,Name,31147,31146
STGMSG60.INI,changed,210001,31138,Name,31139,31138
STGMSG60.INI,changed,210025,31151,Name,31152,31151
STGMSG60.INI,changed,210133,31156,Name,31157,31156
STGMSG60.INI,changed,210029,31141,Name,31142,31141
STGMSG60.INI,changed,210075,31145,Name,31146,31145
STGMSG60.INI,changed,210015,31145,Name,31146,31145
STGMSG60.INI,changed,210268,31142,Name,31143,31142
STGMSG60.INI,changed,210066,31150,Name,31151,31150
STGMSG60.INI,changed,210018,31145,Name,31146,31145
STGMSG60.INI,changed,210013,31144,Name,31145,31144
STGMSG60.INI,changed,210097,31155,Name,31156,31155
STGMSG60.INI,changed,210209,31139,Name,31140,31139
STGMSG60.INI,changed,210055,31149,Name,31150,31149
STGMSG60.INI,changed,210036,31146,Name,31147,31146
STGMSG60.INI,changed,210186,31148,Name,31149,31148
STGMSG60.INI,changed,210127,31138,Name,31139,31138
STGMSG60.INI,changed,210119,31138,Name,31139,31138
STGMSG60.INI,changed,210156,31148,Name,31149,31148
STGMSG60.INI,changed,210160,31152,Name,31153,31152
STGMSG60.INI,changed,210122,31138,Name,31139,31138
STGMSG60.INI,changed,210052,31149,Name,31150,31149
STGMSG60.INI,changed,210100,31155,Name,31156,31155
STGMSG60.INI,changed,210159,31152,Name,31153,31152
STGMSG60.INI,changed,210226,31139,Name,31140,31139
STGMSG60.INI,changed,210060,31154,Name,31155,31154
STGMSG60.INI,changed,210253,31146,Name,31147,31146
STGMSG60.INI,changed,210004,31139,Name,31140,31139
STGMSG60.INI,changed,210222,31139,Name,31140,31139
STGMSG60.INI,changed,210027,31153,Name,31154,31153
STGMSG60.INI,changed,210239,31139,Name,31140,31139
STGMSG60.INI,changed,210276,31142,Name,31143,31142
STGMSG60.INI,changed,210064,31154,Name,31155,31154
STGMSG60.INI,changed,210232,31139,Name,31140,31139
STGMSG60.INI,changed,210022,31148,Name,31149,31148
STGMSG60.INI,changed,210104,31155,Name,31156,31155
STGMSG61.INI,changed,211010,31160,Name,31161,31160
STGMSG61.INI,changed,211111,31179,Name,31180,31179
STGMSG61.INI,changed,211028,31162,Name,31163,31162
STGMSG61.INI,changed,211014,31162,Name,31163,31162
STGMSG61.INI,changed,211062,31171,Name,31172,31171
STGMSG61.INI,changed,211060,31171,Name,31172,31171
STGMSG61.INI,changed,211030,31161,Name,31162,31161
STGMSG61.INI,changed,211133,31184,Name,31185,31184
STGMSG61.INI,changed,211121,31174,Name,31175,31174
STGMSG61.INI,changed,211073,31163,Name,31164,31163
STGMSG61.INI,changed,211022,31162,Name,31163,31162
STGMSG61.INI,changed,211024,31162,Name,31163,31162
STGMSG61.INI,changed,211095,31179,Name,31180,31179
STGMSG61.INI,changed,211083,31165,Name,31166,31165
STGMSG61.INI,changed,211124,31177,Name,31178,31177
STGMSG61.INI,changed,211130,31181,Name,31182,31181
STGMSG61.INI,changed,211141,31161,Name,31162,31161
STGMSG61.INI,changed,211146,31170,Name,31171,31170
STGMSG61.INI,changed,211127,31179,Name,31180,31179
STGMSG61.INI,changed,211064,31173,Name,31174,31173
STGMSG61.INI,changed,211068,31171,Name,31172,31171
STGMSG61.INI,changed,211067,31171,Name,31172,31171
STGMSG61.INI,changed,211036,31166,Name,31167,31166
STGMSG61.INI,changed,211032,31163,Name,31164,31163
STGMSG61.INI,changed,211058,31172,Name,31173,31172
STGMSG61.INI,changed,211139,31178,Name,31179,31178
STGMSG61.INI,changed,211047,31160,Name,31161,31160
STGMSG61.INI,changed,211026,31162,Name,31163,31162
STGMSG61.INI,changed,211084,31166,Name,31167,31166
STGMSG61.INI,changed,211144,31162,Name,31163,31162
STGMSG61.INI,changed,211009,31160,Name,31161,31160
STGMSG61.INI,changed,211035,31165,Name,31166,31165
STGMSG61.INI,changed,211007,31160,Name,31161,31160
STGMSG61.INI,changed,211118,31171,Name,31172,31171
STGMSG61.INI,changed,211088,31166,Name,31167,31166
STGMSG61.INI,changed,211053,31172,Name,31173,31172
STGMSG61.INI,changed,211106,31175,Name,31176,31175
STGMSG61.INI,changed,211094,31178,Name,31179,31178
STGMSG61.INI,changed,211066,31171,Name,31172,31171
STGMSG61.INI,changed,211044,31170,Name,31171,31170
STGMSG61.INI,changed,211016,31162,Name,31163,31162
STGMSG61.INI,changed,211001,31160,Name,31161,31160
STGMSG61.INI,changed,211050,31161,Name,31162,31161
STGMSG61.INI,changed,211120,31161,Name,31162,31161
STGMSG61.INI,changed,211090,31175,Name,31176,31175
STGMSG61.INI,changed,211063,31172,Name,31173,31172
STGMSG61.INI,changed,211049,31160,Name,31161,31160
STGMSG61.INI,changed,211087,31165,Name,31166,31165
STGMSG61.INI,changed,211039,31168,Name,31169,31168
STGMSG61.INI,changed,211019,31162,Name,31163,31162
STGMSG61.INI,changed,211131,31182,Name,31183,31182
STGMSG61.INI,changed,211123,31176,Name,31177,31176
STGMSG61.INI,changed,211046,31160,Name,31161,31160
STGMSG61.INI,changed,211051,31171,Name,31172,31171
STGMSG61.INI,changed,211043,31170,Name,31171,31170
STGMSG61.INI,changed,211098,31181,Name,31182,31181
STGMSG61.INI,changed,211134,31171,Name,31172,31171
STGMSG61.INI,changed,211114,31181,Name,31182,31181
STGMSG61.INI,changed,211092,31177,Name,31178,31177
STGMSG61.INI,changed,211128,31180,Name,31181,31180
STGMSG61.INI,changed,211109,31178,Name,31179,31178
STGMSG61.INI,changed,211048,31160,Name,31161,31160
STGMSG61.INI,changed,211136,31161,Name,31162,31161
STGMSG61.INI,changed,211102,31171,Name,31172,31171
STGMSG61.INI,changed,211122,31175,Name,31176,31175
STGMSG61.INI,changed,211085,31164,Name,31165,31164
STGMSG61.INI,changed,211011,31161,Name,31162,31161
STGMSG61.INI,changed,211005,31160,Name,31161,31160
STGMSG61.INI,changed,211025,31162,Name,31163,31162
STGMSG61.INI,changed,211003,31160,Name,31161,31160
STGMSG61.INI,changed,211072,31171,Name,31172,31171
STGMSG61.INI,changed,211037,31167,Name,31168,31167
STGMSG61.INI,changed,211096,31180,Name,31181,31180
STGMSG61.INI,changed,211091,31176,Name,31177,31176
STGMSG61.INI,changed,211100,31183,Name,31184,31183
STGMSG61.INI,changed,211055,31171,Name,31172,31171
STGMSG61.INI,changed,211056,31171,Name,31172,31171
STGMSG61.INI,changed,211081,31164,Name,31165,31164
STGMSG61.INI,changed,211059,31173,Name,31174,31173
STGMSG61.INI,changed,211138,31178,Name,31179,31178
STGMSG61.INI,changed,211142,31162,Name,31163,31162
STGMSG61.INI,changed,211104,31161,Name,31162,31161
STGMSG61.INI,changed,211129,31178,Name,31179,31178
STGMSG61.INI,changed,211038,31168,Name,31169,31168
STGMSG61.INI,changed,211132,31183,Name,31184,31183
STGMSG61.INI,changed,211052,31171,Name,31172,31171
STGMSG61.INI,changed,211126,31178,Name,31179,31178
STGMSG61.INI,changed,211135,31171,Name,31172,31171
STGMSG61.INI,changed,211107,31176,Name,31177,31176
STGMSG61.INI,changed,211137,31178,Name,31179,31178
STGMSG61.INI,changed,211018,31162,Name,31163,31162
STGMSG61.INI,changed,211057,31171,Name,31172,31171
STGMSG61.INI,changed,211070,31171,Name,31172,31171
STGMSG61.INI,changed,211113,31178,Name,31179,31178
STGMSG61.INI,changed,211105,31174,Name,31175,31174
STGMSG61.INI,changed,211045,31170,Name,31171,31170
STGMSG61.INI,changed,211065,31171,Name,31172,31171
STGMSG61.INI,changed,211099,31182,Name,31183,31182
STGMSG61.INI,changed,211101,31184,Name,31185,31184
STGMSG61.INI,changed,211117,31184,Name,31185,31184
STGMSG61.INI,changed,211033,31164,Name,31165,31164
STGMSG61.INI,changed,211074,31163,Name,31164,31163
STGMSG61.INI,changed,211061,31171,Name,31172,31171
STGMSG61.INI,changed,211012,31162,Name,31163,31162
STGMSG61.INI,changed,211112,31180,Name,31181,31180
STGMSG61.INI,changed,211110,31178,Name,31179,31178
STGMSG61.INI,changed,211020,31162,Name,31163,31162
STGMSG61.INI,changed,211093,31178,Name,31179,31178
STGMSG61.INI,changed,211040,31168,Name,31169,31168
STGMSG61.INI,changed,211108,31177,Name,31178,31177
STGMSG61.INI,changed,211125,31178,Name,31179,31178
STGMSG61.INI,changed,211041,31168,Name,31169,31168
STGMSG61.INI,changed,211115,31182,Name,31183,31182
STGMSG61.INI,changed,211103,31171,Name,31172,31171
STGMSG61.INI,changed,211002,31160,Name,31161,31160
STGMSG61.INI,changed,211042,31169,Name,31170,31169
STGMSG61.INI,changed,211089,31174,Name,31175,31174
STGMSG61.INI,changed,211150,31170,Name,31171,31170
STGMSG61.INI,changed,211097,31178,Name,31179,31178
STGMSG61.INI,changed,211029,31162,Name,31163,31162
STGMSG61.INI,changed,211119,31171,Name,31172,31171
STGMSG61.INI,changed,211116,31183,Name,31184,31183
STGMSG61.INI,changed,211054,31173,Name,31174,31173
STGMSG67.INI,changed,209029,31137,Name,31138,31137
STGMSG7.INI,changed,200330,30882,Name,30883,30882
STGMSG7.INI,changed,200066,30873,Name,30874,30873
STGMSG7.INI,changed,200819,30938,Name,30939,30938
STGMSG7.INI,changed,200833,30938,Name,30939,30938
STGMSG7.INI,changed,200498,30889,Name,30890,30889
STGMSG7.INI,changed,200131,30873,Name,30874,30873
STGMSG7.INI,changed,200866,30887,Name,30888,30887
STGMSG7.INI,changed,200126,30878,Name,30879,30878
STGMSG7.INI,changed,200404,30887,Name,30888,30887
STGMSG7.INI,changed,200617,30908,Name,30909,30908
STGMSG7.INI,changed,200719,30926,Name,30927,30926
STGMSG7.INI,changed,200995,30960,Name,30961,30960
STGMSG7.INI,changed,200112,30878,Name,30879,30878
STGMSG7.INI,changed,200365,30884,Name,30885,30884
STGMSG7.INI,changed,200841,30938,Name,30939,30938
STGMSG7.INI,changed,200993,30958,Name,30959,30958
STGMSG7.INI,changed,200454,30887,Name,30888,30887
STGMSG7.INI,changed,200534,30887,Name,30888,30887
STGMSG7.INI,changed,200803,30939,Name,30940,30939
STGMSG7.INI,changed,200615,30908,Name,30909,30908
STGMSG7.INI,changed,200759,30934,Name,30935,30934
STGMSG7.INI,changed,200085,30876,Name,30877,30876
STGMSG7.INI,changed,200424,30887,Name,30888,30887
STGMSG7.INI,changed,200685,30913,Name,30914,30913
STGMSG7.INI,changed,200718,30925,Name,30926,30925
STGMSG7.INI,changed,200970,30889,Name,30890,30889
STGMSG7.INI,changed,200441,30887,Name,30888,30887
STGMSG7.INI,changed,200979,30947,Name,30948,30947
STGMSG7.INI,changed,200253,30886,Name,30887,30886
STGMSG7.INI,changed,200861,30887,Name,30888,30887
STGMSG7.INI,changed,200399,30887,Name,30888,30887
STGMSG7.INI,changed,200657,30909,Name,30910,30909
STGMSG7.INI,changed,200175,30883,Name,30884,30883
STGMSG7.INI,changed,200978,30947,Name,30948,30947
STGMSG7.INI,changed,200456,30887,Name,30888,30887
STGMSG7.INI,changed,200711,30918,Name,30919,30918
STGMSG7.INI,changed,200878,30887,Name,30888,30887
STGMSG7.INI,changed,200879,30887,Name,30888,30887
STGMSG7.INI,changed,200516,30887,Name,30888,30887
STGMSG7.INI,changed,200991,30956,Name,30957,30956
STGMSG7.INI,changed,200625,30908,Name,30909,30908
STGMSG7.INI,changed,200139,30879,Name,30880,30879
STGMSG7.INI,changed,200610,30908,Name,30909,30908
STGMSG7.INI,changed,200248,30886,Name,30887,30886
STGMSG7.INI,changed,200696,30906,Name,30907,30906
STGMSG7.INI,changed,200727,30933,Name,30934,30933
STGMSG7.INI,changed,200445,30887,Name,30888,30887
STGMSG7.INI,changed,200589,30907,Name,30908,30907
STGMSG7.INI,changed,200087,30876,Name,30877,30876
STGMSG7.INI,changed,200798,30938,Name,30939,30938
STGMSG7.INI,changed,200834,30938,Name,30939,30938
STGMSG7.INI,changed,200553,30887,Name,30888,30887
STGMSG7.INI,changed,200150,30879,Name,30880,30879
STGMSG7.INI,changed,200451,30887,Name,30888,30887
STGMSG7.INI,changed,200659,30909,Name,30910,30909
STGMSG7.INI,changed,200626,30908,Name,30909,30908
STGMSG7.INI,changed,200322,30880,Name,30881,30880
STGMSG7.INI,changed,200984,30952,Name,30953,30952
STGMSG7.INI,changed,200811,30938,Name,30939,30938
STGMSG7.INI,changed,200804,30938,Name,30939,30938
STGMSG7.INI,changed,200735,30933,Name,30934,30933
STGMSG7.INI,changed,200857,30887,Name,30888,30887
STGMSG7.INI,changed,200906,30942,Name,30943,30942
STGMSG7.INI,changed,200194,30885,Name,30886,30885
STGMSG7.INI,changed,200721,30928,Name,30929,30928
STGMSG7.INI,changed,200386,30883,Name,30884,30883
STGMSG7.INI,changed,200855,30887,Name,30888,30887
STGMSG7.INI,changed,200320,30885,Name,30886,30885
STGMSG7.INI,changed,200896,30885,Name,30886,30885
STGMSG7.INI,changed,200394,30887,Name,30888,30887
STGMSG7.INI,changed,200658,30909,Name,30910,30909
STGMSG7.INI,changed,200668,30910,Name,30911,30910
STGMSG7.INI,changed,200434,30887,Name,30888,30887
STGMSG7.INI,changed,200578,30896,Name,30897,30896
STGMSG7.INI,changed,200982,30950,Name,30951,30950
STGMSG7.INI,changed,200453,30887,Name,30888,30887
STGMSG7.INI,changed,200848,30940,Name,30941,30940
